geo,time,Channel0_impression,Channel1_impression,Channel2_impression,Channel3_impression,competitor_sales_control,sentiment_score_control,Channel0_spend,Channel1_spend,Channel2_spend,Channel3_spend,Organic_channel0_impression,Promo,conversions,revenue_per_conversion,population,total_revenue
Geo16,2023-11-06,951984,678893,0,1161485,0.77991724,-0.06981214,6980.635,6545.3643,0.0,9051.267,664403,1.0395355,7317788.0,0.019949228,376367.94,145984.221267664
Geo16,2023-11-13,1398377,752372,409508,1280648,-1.3609061,1.5189924,10253.911,7253.7925,3043.023,9979.886,407664,1.6533024,6345889.5,0.019966617,376367.94,126705.94517082149
Geo16,2023-11-20,879470,1105008,650235,1963527,1.4942763,1.2170539,6448.91,10653.638,4831.847,15301.453,486540,0.0,5952426.5,0.020092273,376367.94,119597.77825043451
Geo16,2023-11-27,891180,0,125289,2258154,0.66484374,0.9484589,6534.776,0.0,931.01306,17597.434,1199007,0.0,6186575.5,0.019847749,376367.94,122789.59769354951
Geo16,2023-12-04,533913,1145094,493913,1779144,-0.30468395,0.4112776,3915.0361,11040.116,3670.2302,13864.585,0,0.13180764,6638746.0,0.019954447,376367.94,132472.505203462
Geo16,2023-12-11,1086052,0,0,1471816,1.1763827,-2.0172465,7963.7183,0.0,0.0,11469.627,0,1.4720656,9644444.0,0.019953607,376367.94,192441.445309508
Geo16,2023-12-18,638944,672896,0,1583146,-0.40255994,1.5695987,4685.1997,6487.546,0.0,12337.204,405434,0.39532793,6028337.0,0.020023659,376367.94,120709.364425083
Geo16,2023-12-25,64042,0,0,1080156,-1.2874762,0.27708924,469.60226,0.0,0.0,8417.483,0,0.0,9700782.0,0.020109164,376367.94,195074.616166248
Geo16,2024-01-01,1168489,626492,1277528,2453044,3.4432638,0.66435707,8568.206,6040.1543,9493.214,19116.18,506541,0.0,8334164.0,0.02013912,376367.94,167842.72889568
Geo16,2024-01-08,806473,0,0,1532700,0.10809925,0.66469646,5913.643,0.0,0.0,11944.087,753492,0.0,2934693.2,0.02006145,376367.94,58874.20089714001
Geo16,2024-01-15,1056231,637242,758455,2060982,0.36879325,3.5214682,7745.0493,6143.7974,5636.022,16060.904,159814,0.0,4956941.0,0.020083234,376367.94,99551.406027194
Geo17,2021-01-25,1817419,531392,0,2329336,0.4547656,-0.42124954,13326.63,5123.2734,0.0,18152.145,0,0.0,18257758.0,0.020224385,777539.94,369251.92702883005
Geo17,2021-02-01,856334,548790,0,1817761,0.21806176,1.3149148,6279.26,5291.0117,0.0,14165.522,3019217,0.39952695,9059356.0,0.019952781,777539.94,180759.346269036
Geo17,2021-02-08,1750381,208909,0,3220938,-0.48039114,-0.044819742,12835.059,2014.14,0.0,25100.256,728179,1.0644648,3393230.5,0.020015543,777539.94,67917.3509816615
Geo17,2021-02-15,1593746,0,0,1211607,-0.6502687,0.5950257,11686.498,0.0,0.0,9441.86,0,0.14701262,9488476.0,0.019925475,777539.94,189062.3913261
Geo17,2021-02-22,1532113,433044,0,930364,-0.61690474,-1.5192459,11234.56,4175.0776,0.0,7250.178,0,0.0,10194774.0,0.02005303,777539.94,204436.10886521998
Geo17,2021-03-01,1124190,1874972,0,3007575,-0.07395136,-0.4493166,8243.374,18077.04,0.0,23437.553,654336,0.12312887,14693173.0,0.020006895,777539.94,293964.769427835
Geo17,2021-03-08,765563,0,0,2309627,-2.2670147,-1.2167964,5613.6616,0.0,0.0,17998.555,0,0.0,12780544.0,0.019988874,777539.94,255468.683667456
Geo17,2021-03-15,716209,0,809129,1585423,1.4026245,-0.78016,5251.7627,0.0,6012.5767,12354.949,28960,0.0,18114444.0,0.020015344,777539.94,362566.828028736
Geo17,2021-03-22,1907250,145512,0,2929872,0.903819,-1.3608884,13985.336,1402.9149,0.0,22832.025,981819,1.7056706,23267690.0,0.01985916,777539.94,462076.77854040003
Geo17,2021-03-29,2986447,442507,0,1408808,-2.296278,1.4778917,21898.79,4266.3125,0.0,10978.616,1833232,0.99793184,5003898.5,0.020040676,777539.94,100281.508575386
Geo17,2021-04-05,0,889148,0,2868782,-0.05360189,-0.023217678,0.0,8572.482,0.0,22355.96,146178,0.0,8546949.0,0.020158475,777539.94,172293.45774277498
Geo17,2021-04-12,969621,790752,1100671,2692353,1.0641005,0.53827703,7109.9624,7623.823,8179.003,20981.078,1896424,0.88216287,17200882.0,0.019942015,777539.94,343020.24685723
Geo17,2021-04-19,0,0,0,0,-3.4744775,-1.9409041,0.0,0.0,0.0,0.0,0,0.2005989,11079264.0,0.02005541,777539.94,222199.18201823998
Geo17,2021-04-26,1912472,314436,0,1150797,-1.5949955,-2.0793207,14023.628,3031.5503,0.0,8967.977,283206,0.0,23119450.0,0.019873273,777539.94,459459.14145985
Geo17,2021-05-03,1064156,0,0,4337364,0.5653098,-0.46468103,7803.1616,0.0,0.0,33800.383,1074687,0.0,12374943.0,0.01990538,777539.94,246327.94289334
Geo17,2021-05-10,634656,2288930,0,2749516,-1.3955755,0.5468774,4653.7563,22068.104,0.0,21426.54,939073,1.7278411,11786638.0,0.0200656,777539.94,236505.9634528
Geo17,2021-05-17,1774962,2342724,642126,4400500,-0.10094032,0.7998204,13015.305,22586.744,4771.59,34292.395,1813670,2.0092952,17974168.0,0.020154174,777539.94,362254.509377232
Geo17,2021-05-24,2464708,0,184894,1497736,-0.02634877,0.26956213,18073.021,0.0,1373.9333,11671.618,264753,0.0,12930727.0,0.020116681,777539.94,260123.31015708702
Geo17,2021-05-31,0,1322464,0,2800808,1.4376698,0.38959375,0.0,12750.182,0.0,21826.25,0,0.18170698,18582474.0,0.020084089,777539.94,373212.061656186
Geo17,2021-06-07,530702,1282166,0,2310999,-1.0033683,0.2654271,3891.4907,12361.659,0.0,18009.246,993412,0.0,12940081.0,0.020078938,777539.94,259823.08411397802
Geo17,2021-06-14,1317708,1047955,1834161,1363890,-1.0059116,1.9687836,9662.388,10103.577,13629.512,10628.577,663714,0.0,7325316.0,0.019964911,777539.94,146249.28198687598
Geo17,2021-06-21,1316029,0,0,718199,-0.65937227,-1.6966887,9650.076,0.0,0.0,5596.81,0,0.0,11115049.0,0.019855224,777539.94,220691.787665976
Geo17,2021-06-28,2286059,1860053,2392705,4116677,2.4217782,1.1272055,16763.037,17933.201,17780.01,32080.607,1921482,0.0,11194383.0,0.019954143,777539.94,223374.31917876902
Geo17,2021-07-05,1481488,0,0,587007,1.5287793,-1.67137,10863.341,0.0,0.0,4574.452,605315,0.0,15286932.0,0.019858014,777539.94,303568.109673048
Geo17,2021-07-12,1067634,1330743,0,803621,-1.4649047,0.47996557,7828.6646,12830.001,0.0,6262.4907,0,0.0,15700959.0,0.02015883,777539.94,316512.96331797
Geo17,2021-07-19,0,1458159,0,751620,-0.69357455,-0.001455516,0.0,14058.449,0.0,5857.255,0,0.0,14739026.0,0.020034341,777539.94,295286.672891866
Geo17,2021-07-26,1018754,1384279,2175902,2940189,2.0950365,1.0556065,7470.241,13346.154,16168.963,22912.424,1790542,0.0,16737956.0,0.020189686,777539.94,337934.075921816
Geo17,2021-08-02,0,1590142,2685549,3060830,-0.26779568,0.42386907,0.0,15330.927,19956.111,23852.56,886262,0.0,16614073.0,0.019976314,777539.94,331887.939066922
Geo17,2021-08-09,2002571,958196,0,2921219,0.3467188,-0.41829574,14684.299,9238.189,0.0,22764.594,0,0.0,13020726.0,0.020131042,777539.94,262120.78197649197
Geo17,2021-08-16,907568,1859278,0,3079188,0.8629497,-0.033633918,6654.945,17925.73,0.0,23995.62,0,0.0,21502144.0,0.02006137,777539.94,431362.46657727996
Geo17,2021-08-23,1066280,133309,0,2493582,-0.35136017,0.8804178,7818.736,1285.2628,0.0,19432.086,348475,0.13071081,11675585.0,0.019906996,777539.94,232425.82389266
Geo17,2021-08-30,1782632,800576,1912837,5763100,1.0405596,1.4111263,13071.547,7718.5386,14214.147,44910.92,2292125,0.77345926,12379811.0,0.020170858,777539.94,249711.40974783798
Geo17,2021-09-06,0,537634,0,2860458,-0.046433225,-1.3330367,0.0,5183.454,0.0,22291.092,0,0.34155902,20293806.0,0.020068906,777539.94,407274.48499623605
Geo17,2021-09-13,1729267,291968,1986216,2957406,1.5213909,0.49137744,12680.236,2814.931,14759.421,23046.594,597564,0.7493226,22258502.0,0.019998332,777539.94,445132.912818664
Geo17,2021-09-20,1529600,1135498,0,3841195,0.91156346,0.31688362,11216.133,10947.599,0.0,29933.82,323550,0.0,12303424.0,0.019950768,777539.94,245462.757829632
Geo17,2021-09-27,181564,0,0,873910,-0.6987441,-0.15013456,1331.3585,0.0,0.0,6810.241,460419,0.061788023,13700165.0,0.020078765,777539.94,275082.393496225
Geo17,2021-10-04,1598121,223472,1159192,4110772,0.613721,1.6504426,11718.579,2154.5452,8613.868,32034.59,1001452,0.0,8851226.0,0.020010108,777539.94,177113.988192408
Geo17,2021-10-11,2875214,1092632,0,2338935,-0.6912758,-0.6651771,21083.148,10534.318,0.0,18226.947,0,2.1130862,16142047.0,0.019981394,777539.94,322540.601073518
Geo17,2021-10-18,1277978,1765111,1227302,3595717,0.592738,0.028987512,9371.059,17017.844,9119.988,28020.848,442163,1.8694836,15744160.0,0.01994289,777539.94,313984.05102240003
Geo17,2021-10-25,1363827,2257905,0,2073142,0.06409973,1.9886863,10000.566,21768.984,0.0,16155.665,1333929,0.19544965,16123181.0,0.020095484,777539.94,324003.125814604
Geo17,2021-11-01,1698209,1338870,25563,2512520,1.26478,1.3885376,12452.496,12908.356,189.95673,19579.668,0,0.0,11413686.0,0.019945709,777539.94,227654.059573374
Geo17,2021-11-08,2368929,1055994,0,4124176,0.84250784,1.273485,17370.7,10181.083,0.0,32139.047,1450114,1.5134513,13947857.0,0.02005444,777539.94,279716.46133508
Geo17,2021-11-15,1654515,2434394,0,4327571,0.12618478,1.9645712,12132.1,23470.557,0.0,33724.07,3601830,0.0,14159076.0,0.019969782,777539.94,282753.661041432
Geo17,2021-11-22,0,992471,0,3489357,-0.2892785,1.1496813,0.0,9568.643,0.0,27192.002,276098,0.0,11443853.0,0.019871645,777539.94,227408.184248185
Geo17,2021-11-29,2104959,230584,2393712,5631040,3.178909,0.83055615,15435.082,2223.1138,17787.492,43881.797,3307660,0.0,21142790.0,0.020092674,777539.94,424815.18692046
Geo17,2021-12-06,1274214,666540,0,2423298,0.5209316,-0.5487364,9343.458,6426.2666,0.0,18884.373,0,0.0,14749020.0,0.020141091,777539.94,297061.35398082
Geo17,2021-12-13,1784119,1679858,0,2600760,-1.1083409,-0.003815174,13082.451,16195.9,0.0,20267.309,142402,0.0,7184581.5,0.020103768,777539.94,144437.159653092
Geo17,2021-12-20,307180,903019,0,2718490,-0.987166,-1.1310785,2252.466,8706.215,0.0,21184.758,413349,1.5861675,11708468.0,0.02009477,777539.94,235278.97151236
Geo17,2021-12-27,3629268,0,0,2225692,-2.026717,1.5033481,26612.418,0.0,0.0,17344.463,2187166,2.6841025,12498742.0,0.020054547,777539.94,250656.608879874
Geo17,2022-01-03,435786,1030093,0,2708084,0.24252361,-0.17874284,3195.498,9931.365,0.0,21103.666,958459,0.0,7306742.5,0.019889308,777539.94,145326.05205919
Geo17,2022-01-10,1583191,0,0,1585542,-0.53974974,-1.1434586,11609.101,0.0,0.0,12355.876,0,0.19450015,13581706.0,0.020093177,777539.94,272899.622619962
Geo17,2022-01-17,156352,0,0,2656131,0.66925824,-2.3756847,1146.4858,0.0,0.0,20698.807,0,0.0,25439212.0,0.019860374,777539.94,505232.264585288
Geo17,2022-01-24,857997,770891,0,3478934,-0.8271156,1.4818437,6291.4546,7432.3384,0.0,27110.777,1687582,0.13077469,8685459.0,0.020126706,777539.94,174809.67976805402
Geo17,2022-01-31,399683,1468285,0,2263994,0.3285364,-1.4181092,2930.7646,14156.076,0.0,17642.943,0,0.0,16094750.0,0.020039504,777539.94,322530.807004
Geo17,2022-02-07,816412,2809292,0,3831284,1.1732095,-0.81331307,5986.523,27085.033,0.0,29856.586,448324,0.24334617,16338385.0,0.019986842,777539.94,326552.71953017
Geo17,2022-02-14,1452531,0,0,0,-2.2467785,-1.460114,10651.008,0.0,0.0,0.0,0,0.0,14092888.0,0.01988654,777539.94,280258.78092752
Geo17,2022-02-21,0,0,0,402696,-0.78081405,-1.1284754,0.0,0.0,0.0,3138.1458,0,0.0,12332344.0,0.019897735,777539.94,245385.71284084
Geo17,2022-02-28,2120305,1291198,0,3446723,-0.6093322,1.4333955,15547.61,12448.739,0.0,26859.762,1075733,1.5855483,8725239.0,0.020102127,777539.94,175395.862483353
Geo17,2022-03-07,1148250,1011172,0,1700590,-1.1109211,-1.162072,8419.799,9748.943,0.0,13252.427,0,0.0,14975700.0,0.020221818,777539.94,302835.8798226
Geo17,2022-03-14,0,1410010,0,964915,-0.5212327,-1.6690271,0.0,13594.233,0.0,7519.4287,235205,0.0,17576408.0,0.020023901,777539.94,351948.253727608
Geo17,2022-03-21,0,1555334,0,2709069,-1.2952976,-0.09288946,0.0,14995.335,0.0,21111.342,194152,0.11422056,10059356.0,0.020086812,777539.94,202060.392813072
Geo17,2022-03-28,0,0,0,0,-1.6211545,-2.8472633,0.0,0.0,0.0,0.0,0,0.1593308,21576046.0,0.020165388,777539.94,435089.339095848
Geo17,2022-04-04,1896154,1488279,0,1110454,-1.1665617,0.20520812,13903.972,14348.842,0.0,8653.591,491012,0.09949267,16044562.0,0.020033801,777539.94,321433.562240162
Geo17,2022-04-11,693181,758617,0,2121556,-1.350663,0.51675063,5082.9043,7314.002,0.0,16532.947,466645,0.59315366,9091372.0,0.020009702,777539.94,181915.64449114402
Geo17,2022-04-18,0,0,0,0,-1.1775665,-2.4666014,0.0,0.0,0.0,0.0,0,0.0,10368649.0,0.019939106,777539.94,206741.591487794
Geo17,2022-04-25,939170,174187,0,1378228,-1.6931705,0.25662345,6886.6733,1679.3772,0.0,10740.311,0,0.0,8492555.0,0.01986338,777539.94,168690.8471359
Geo17,2022-05-02,3326684,107687,0,2766107,-1.3522308,0.30926675,24393.652,1038.2354,0.0,21555.83,1298472,1.2725754,9850301.0,0.019987198,777539.94,196879.916446598
Geo17,2022-05-09,0,891572,0,2752610,-0.94644284,0.39355832,0.0,8595.852,0.0,21450.65,0,0.0,11749029.0,0.020125668,777539.94,236457.056976372
Geo17,2022-05-16,740679,600145,0,1766307,-0.96913534,-0.05466023,5431.194,5786.137,0.0,13764.549,0,0.0,12692674.0,0.01997564,777539.94,253544.28646136
Geo17,2022-05-23,1144949,622228,0,0,1.3620832,-1.6239021,8395.594,5999.044,0.0,0.0,215074,0.8212383,20508658.0,0.019997207,777539.94,410115.879318206
Geo17,2022-05-30,0,452053,0,3443117,-0.14974645,0.42505926,0.0,4358.3477,0.0,26831.662,1501,0.0,10124865.0,0.019650234,777539.94,198955.96646840998
Geo17,2022-06-06,1598255,1219287,0,2340976,-1.6511292,-0.17199302,11719.561,11755.428,0.0,18242.852,756762,0.7446144,12314050.0,0.020202188,777539.94,248770.7531414
Geo17,2022-06-13,4697428,993153,745499,3918092,-0.42213896,1.8624537,34444.94,9575.218,5539.7466,30533.066,3381217,2.0099652,9530909.0,0.019993808,777539.94,190559.164611472
Geo17,2022-06-20,2037874,3315707,1386200,4356448,1.203062,1.5413637,14943.166,31967.498,10300.747,33949.105,212855,1.043431,10992638.0,0.019974174,777539.94,219568.864131012
Geo17,2022-06-27,1387417,1660670,0,1384764,-0.48734128,-0.8460934,10173.545,16010.904,0.0,10791.245,332905,0.7562047,16630720.0,0.02009389,777539.94,334175.85830079997
Geo17,2022-07-04,1925359,0,0,1536391,-0.21474208,-0.3561149,14118.124,0.0,0.0,11972.85,442313,1.1515764,12650127.0,0.020167876,777539.94,255126.192720252
Geo17,2022-07-11,1953606,0,382549,1787092,0.10739787,1.3715181,14325.252,0.0,2842.6929,13926.523,452020,0.23345119,8496123.0,0.020050948,777539.94,170355.320474604
Geo17,2022-07-18,2081872,613326,1129681,2622766,-1.2989364,1.6884809,15265.791,5913.218,8394.574,20438.799,899422,0.0,11921035.0,0.020018078,777539.94,238636.20847073002
Geo17,2022-07-25,1162660,502969,0,1308178,-0.61802006,-0.2640658,8525.464,4849.2407,0.0,10194.422,525081,0.0,9228066.0,0.020008683,777539.94,184641.447297078
Geo17,2022-08-01,120943,491832,0,2725644,0.7141438,0.20840901,886.84155,4741.866,0.0,21240.508,75715,0.0,20046796.0,0.020164922,777539.94,404242.07768991194
Geo17,2022-08-08,2830882,0,0,1672787,-0.27777565,-0.21733943,20758.074,0.0,0.0,13035.762,0,0.0,16109791.0,0.019784346,777539.94,318721.67913168605
Geo17,2022-08-15,866456,391910,0,479350,-0.61688054,-0.3946396,6353.482,3778.495,0.0,3735.498,598381,0.744355,21633716.0,0.020116217,777539.94,435188.52557237196
Geo17,2022-08-22,983088,2586454,646869,2223748,0.04144013,0.74560404,7208.712,24936.602,4806.8345,17329.314,1889270,0.5044899,12845853.0,0.020099688,777539.94,258197.63739386402
Geo17,2022-08-29,2513998,1960100,552152,3442802,-0.35692844,-0.096726,18434.451,18897.777,4102.9995,26829.205,2159994,2.2949302,14200310.0,0.020151453,777539.94,286156.87955043
Geo17,2022-09-05,2102639,548836,0,4151258,0.4561723,0.2742712,15418.07,5291.455,0.0,32350.092,168308,0.20274213,13034562.0,0.020299092,777539.94,264589.77321770403
Geo17,2022-09-12,1365580,448938,0,2870684,-1.0189631,1.357588,10013.42,4328.315,0.0,22370.781,1623580,1.0843589,12622654.0,0.02004035,777539.94,252962.4040889
Geo17,2022-09-19,2095551,1703439,305050,2336490,0.6914927,0.494193,15366.095,16423.25,2266.8035,18207.895,1564568,0.2954597,15497231.0,0.019848352,777539.94,307594.495913312
Geo17,2022-09-26,2391828,0,0,2706678,0.4300189,-0.49204957,17538.611,0.0,0.0,21092.71,1451464,1.0420868,15309068.0,0.019992549,777539.94,306067.29213433195
Geo17,2022-10-03,0,1087512,413963,2424154,0.79823625,-0.12615967,0.0,10484.955,3076.1277,18891.047,443698,0.04402569,14183581.0,0.020200254,777539.94,286511.93882957404
Geo17,2022-10-10,91581,0,0,4247762,3.4011354,-0.30172116,671.53815,0.0,0.0,33102.133,1547323,0.0,24286144.0,0.020003973,777539.94,485819.368850112
Geo17,2022-10-17,0,0,819980,3449792,0.7069358,-1.298985,0.0,0.0,6093.2095,26883.678,0,0.0,15564100.0,0.020159317,777539.94,313761.6257197
Geo17,2022-10-24,222725,66278,0,1225830,-1.1941013,-0.9067093,1633.1808,639.0016,0.0,9552.698,0,0.0,12587878.0,0.020200511,777539.94,254281.56800565802
Geo17,2022-10-31,3419878,3172990,561733,4325928,0.30466878,2.1846595,25077.018,30591.531,4174.1953,33711.27,3118368,0.8781405,11530817.0,0.020061204,777539.94,231322.07212366798
Geo17,2022-11-07,1205093,407376,0,4232498,1.6854175,0.5425044,8836.613,3927.6062,0.0,32983.184,600205,0.5290037,15979273.0,0.020134564,777539.94,321735.694891972
Geo17,2022-11-14,1375479,0,969675,3518780,-0.14037246,3.1455812,10086.007,0.0,7205.5815,27421.293,3249557,0.49434614,12115638.0,0.020183459,777539.94,244535.482831842
Geo17,2022-11-21,2827647,1459017,0,3231984,0.44886768,-0.37645796,20734.352,14066.721,0.0,25186.336,1137579,1.3999361,10470775.0,0.019988684,777539.94,209297.01271009998
Geo17,2022-11-28,1132192,0,0,3154756,1.3556991,0.057395577,8302.051,0.0,0.0,24584.51,824634,0.0,16076433.0,0.019978046,777539.94,321175.71798991796
Geo17,2022-12-05,2329467,2682093,0,2682524,0.15349573,0.4007599,17081.336,25858.68,0.0,20904.482,283707,0.0,8080923.5,0.020108208,777539.94,162492.890570088
Geo17,2022-12-12,1874552,2355353,585320,3729348,0.6010081,-0.068914205,13745.571,22708.504,4349.4683,29062.215,1498797,1.6394345,17075044.0,0.019832643,777539.94,338643.251861292
Geo17,2022-12-19,1553586,0,217819,2677518,-0.5081086,-0.032022595,11392.016,0.0,1618.5966,20865.47,0,0.0,5544652.5,0.020002475,777539.94,110906.7730149375
Geo17,2022-12-26,1738480,737293,0,3435637,0.30693322,0.50049376,12747.793,7108.4126,0.0,26773.371,528133,1.3633623,16562505.0,0.02013899,777539.94,333552.12256995
Geo17,2023-01-02,971324,1617188,0,2218390,0.309456,-0.5568451,7122.45,15591.684,0.0,17287.56,0,1.2242851,15820343.0,0.019750554,777539.94,312460.538720022
Geo17,2023-01-09,1211488,1550028,1781166,3667639,0.40761703,2.1651082,8883.506,14944.179,13235.71,28581.326,630337,0.0,13396598.0,0.020108316,777539.94,269383.025908968
Geo17,2023-01-16,0,252718,0,654246,-0.6647268,-1.0549475,0.0,2436.5127,0.0,5098.4346,0,0.0,17822258.0,0.019919304,777539.94,355006.975068432
Geo17,2023-01-23,0,0,0,3078484,1.5655458,-1.753898,0.0,0.0,0.0,23990.135,0,0.3241066,14466169.0,0.020016626,777539.94,289563.89452579396
Geo17,2023-01-30,1785717,813275,0,2752779,-0.5856354,-0.22822931,13094.168,7840.9727,0.0,21451.969,0,0.0,16312040.0,0.020020254,777539.94,326571.18405816
Geo17,2023-02-06,953360,0,0,1496614,-0.79483867,-1.0395977,6990.725,0.0,0.0,11662.874,501377,0.0,16634155.0,0.019855695,777539.94,330282.708262725
Geo17,2023-02-13,3210579,1050905,0,1690494,-1.0466458,1.1862953,23542.285,10132.018,0.0,13173.75,705981,0.4761407,5505740.0,0.020043608,777539.94,110354.89430992001
Geo17,2023-02-20,1930970,798318,181498,3962684,-0.9523654,0.48397553,14159.268,7696.7686,1348.6979,30880.564,1226126,0.5977306,15339896.0,0.020168236,777539.94,309378.642743456
Geo17,2023-02-27,1474424,645524,214787,1822838,-0.1658448,-1.2724969,10811.543,6223.6465,1596.066,14205.086,217382,2.3485026,16002515.0,0.020094048,777539.94,321555.30453072
Geo17,2023-03-06,2419969,0,0,2583331,-0.4602993,-0.36004865,17744.963,0.0,0.0,20131.486,1599774,0.35885006,16837654.0,0.020179272,777539.94,339771.59990788804
Geo17,2023-03-13,2039978,356031,0,1444595,-1.4249431,-0.69622535,14958.594,3432.5771,0.0,11257.498,0,0.29562306,17714762.0,0.019836484,777539.94,351398.592976808
Geo17,2023-03-20,679502,0,0,1069887,-1.9006565,0.5277175,4982.6,0.0,0.0,8337.459,719637,0.0,15774898.0,0.020075286,777539.94,316685.58897082804
Geo17,2023-03-27,1540611,0,49377,1991957,-0.5151136,-1.7609906,11296.874,0.0,366.91675,15523.003,0,0.3200947,9264787.0,0.02010261,777539.94,186246.39979407
Geo17,2023-04-03,2201922,46384,0,1669540,-1.4633846,0.8729723,16146.084,447.19888,0.0,13010.459,0,0.31566587,13015949.0,0.020120732,777539.94,261890.421554668
Geo17,2023-04-10,2573088,653363,0,1775725,-0.53989595,-1.0015507,18867.742,6299.224,0.0,13837.942,173302,0.3225102,19630246.0,0.020033278,777539.94,393258.17532638804
Geo17,2023-04-17,882138,534739,0,2376340,-1.0785218,-1.1985,6468.4736,5155.5425,0.0,18518.438,0,0.0,16599195.0,0.019999195,777539.94,331970.537648025
Geo17,2023-04-24,962025,0,0,811171,-1.9952592,-1.3469343,7054.263,0.0,0.0,6321.326,0,0.0,13778434.0,0.02007315,777539.94,276576.5724471
Geo17,2023-05-01,1738715,795074,1193228,3361392,0.39105448,0.14755714,12749.516,7665.4927,8866.787,26194.793,0,0.5709606,17949490.0,0.020061733,777539.94,360097.87586617004
Geo17,2023-05-08,1014878,731766,0,2968320,-0.12554882,-0.02785486,7441.8193,7055.1255,0.0,23131.645,0,0.0,17976978.0,0.019964792,777539.94,358906.62655857595
Geo17,2023-05-15,0,438313,0,2167350,-0.045159698,-0.4251946,0.0,4225.877,0.0,16889.812,0,0.0,19247398.0,0.019982608,777539.94,384613.209253984
Geo17,2023-05-22,2016545,0,0,3607532,-0.07187039,-0.33926773,14786.766,0.0,0.0,28112.922,441526,2.0439312,19475436.0,0.019973662,777539.94,388995.775966632
Geo17,2023-05-29,34624,850557,0,3397732,-0.5543624,-1.2723814,253.8882,8200.417,0.0,26477.984,0,2.1890469,13703344.0,0.02010221,777539.94,275467.49879024
Geo17,2023-06-05,1961081,872458,0,3254802,0.7684288,-0.7146191,14380.064,8411.57,0.0,25364.152,90507,0.0,8881298.0,0.020016527,777539.94,177772.741212046
Geo17,2023-06-12,2525927,0,359598,2456051,0.64325607,0.442552,18521.924,0.0,2672.1455,19139.613,1752213,0.7531507,13259037.0,0.020092277,777539.94,266404.244157249
Geo17,2023-06-19,1412797,401291,0,2180565,-1.4655329,0.5007213,10359.649,3868.9395,0.0,16992.797,1592936,0.46853483,10155748.0,0.020085325,777539.94,203981.4991981
Geo17,2023-06-26,1046203,1179067,89552,1853441,-0.013628066,-1.1869732,7671.517,11367.658,665.4541,14443.57,1207108,0.36459255,11360511.0,0.020014636,777539.94,227376.49243899598
Geo17,2023-07-03,431478,0,0,1489827,1.0565637,-0.2979205,3163.9087,0.0,0.0,11609.984,503463,0.0,20242554.0,0.0198441,777539.94,401695.2658314
Geo17,2023-07-10,2793383,380064,0,2833198,-0.7110038,2.8837068,20483.104,3664.285,0.0,22078.66,0,0.0,11892216.0,0.02000537,777539.94,237908.18119992
Geo17,2023-07-17,2264388,1102821,0,1534924,-0.6381531,-0.015627563,16604.13,10632.553,0.0,11961.418,754924,0.0,15561241.0,0.020039737,777539.94,311843.177033617
Geo17,2023-07-24,2033841,2427737,655639,2292941,-0.27039135,1.4975705,14913.593,23406.373,4872.004,17868.523,706437,0.0,12288788.0,0.019880233,777539.94,244303.96872760402
Geo17,2023-07-31,0,1043431,526564,2830726,-0.8817358,2.2022371,0.0,10059.96,3912.8572,22059.396,2160376,0.65379685,6790214.0,0.019983359,777539.94,135691.284048826
Geo17,2023-08-07,2180077,1225280,0,3443686,0.038714916,-1.2441744,15985.901,11813.208,0.0,26836.096,1691138,0.84742534,13895001.0,0.020031113,777539.94,278332.335166113
Geo17,2023-08-14,765759,0,0,2496996,0.008959353,-1.0703063,5615.0986,0.0,0.0,19458.691,0,0.02660811,10417208.0,0.020157196,777539.94,209981.703428768
Geo17,2023-08-21,2382329,316004,1427484,3904146,1.2925711,1.2024889,17468.957,3046.6677,10607.526,30424.387,1337684,0.27899396,16943090.0,0.01996066,777539.94,338195.2588394
Geo17,2023-08-28,0,45354,930038,2567383,1.1678275,0.07089543,0.0,437.2684,6911.042,20007.205,648167,0.20766187,12980919.0,0.020088267,777539.94,260764.166777373
Geo17,2023-09-04,2111804,2319537,1036300,3384211,1.3258066,0.7189796,15485.274,22363.193,7700.667,26372.615,3344468,0.0,17200328.0,0.020065997,777539.94,345141.730047016
Geo17,2023-09-11,534129,527902,0,2391164,1.0538368,-0.30132413,3916.62,5089.6255,0.0,18633.96,0,0.0,10077767.0,0.019906504,777539.94,200613.109096568
Geo17,2023-09-18,3433871,72864,0,3485918,0.24801812,-0.33796403,25179.627,702.49866,0.0,27165.201,524364,2.2540889,19763084.0,0.019954124,777539.94,394355.028758416
Geo17,2023-09-25,1968233,0,788023,3343411,0.71378577,0.4273687,14432.508,0.0,5855.7393,26054.668,662035,0.88358384,16323968.0,0.019972775,777539.94,326034.9399712
Geo17,2023-10-02,2760213,928683,2823617,4720681,0.47271597,1.6523445,20239.879,8953.648,20982.084,36787.51,3534762,1.952317,13384371.0,0.020064551,777539.94,268551.394532421
Geo17,2023-10-09,0,810393,244203,3050033,-0.6630349,-0.2818161,0.0,7813.1865,1814.654,23768.42,0,0.0,6865448.5,0.019966982,777539.94,137082.28662142702
Geo17,2023-10-16,1970012,471940,0,919467,0.28713173,0.25520292,14445.553,4550.083,0.0,7165.2593,2587761,1.5425689,22606586.0,0.019983608,777539.94,451761.152842288
Geo17,2023-10-23,2296195,1349425,0,4700266,2.1378963,0.4637828,16837.361,13010.119,0.0,36628.426,2334698,0.5419903,14553730.0,0.019950166,777539.94,290349.32941918
